user_id,Place ID,Name,Summary,Price Level,Address,Latitude,Longitude,Overall Rating,Opening Hours,Total Reviews,Reviews,Review Ratings,user_ratings,visit_date,visit_time
1,ChIJLT1gFNtRqEcRUIdXWAGRLB8,Restaurant Austernbank,"Upscale seafood plates presented in a grand, sophisticated dining space with a chic bar.",,"Behrenstraße 42, Berlin",52.5159285,13.3918212,4.3,"Monday: Closed, Tuesday: 5:00 PM – 1:00 AM, Wednesday: 5:00 PM – 1:00 AM, Thursday: 5:00 PM – 1:00 AM, Friday: 5:00 PM – 1:00 AM, Saturday: 5:00 PM – 1:00 AM, Sunday: Closed",323,"[""Was ok, I guess...\nI'd say everything was average.\nWine was good, but then again, it was a  200 Euro wine."", 'Had an amazing dinner. The waiter organized a table for me even if there weren’t any more left. I had the 500g shrimps with Aioli - which were amazing, very fresh and nice sauce😋. And Creme Brulle was very good too.\nWould definitely come back for the shrimps.', 'This is not a fine dining restaurant.\nI mean the restaurant’s interior is fine, but the dining…meh.\n\nCheap ingredients, frozen seafood. the quality and presentation leave much to be desired…. The cherry on the cake - they tried to deceive us and added dishes to the bill that we did not order. We paid almost 150 euros for a crooked version of caesar salad, tasteless mozzarella and a shelf with half-dead salmon, topped with an untreated roughly cut onion and a cheap caviar from supermarket.\n\nBut, that’s the only place around which is serving you food after 10pm.']","[4, 5, 2]",1,2023-12-10 20:34:25.536555,14:02:46
1,ChIJOeDFuFtOqEcRE8S2p2Wcu-c,Trattoria Libau,"Unassuming operation with an old-school vibe doling out pizzas, pasta & tiramisu.",2.0,"Libauer Straße 10, Berlin-Bezirk Friedrichshain-Kreuzberg",52.5086652,13.4528357,4.5,"Monday: 4:00 PM – 12:00 AM, Tuesday: 4:00 PM – 12:00 AM, Wednesday: 4:00 PM – 12:00 AM, Thursday: 4:00 PM – 12:00 AM, Friday: 4:00 PM – 12:00 AM, Saturday: 4:00 PM – 12:00 AM, Sunday: 4:00 PM – 12:00 AM",1116,"['Good place for a quick Italian food. The pizza was very well done, and the pasta as well. Nothing out of the ordinary, but super good. Recommended.', 'Great pizza ( had pugliese), tasty tiramisu.\nFriendly service too.\nLoved it.\nThe bruschetta bread was a bit too hard, but tasted good', 'Wonderful pizza, excellent service']","[4, 5, 5]",5,2024-07-27 20:34:25.536559,17:40:19
1,ChIJQUz4iklQqEcRoR2HY1JwkQE,Fadi Food,"Unpretentious restaurant serving shawarma wraps, falafel & hummus, plus flatbreads & pizzas.",1.0,"Potsdamer Straße 117, Berlin-Bezirk Tempelhof-Schöneberg",52.4987795,13.3627723,4.2,"Monday: 7:00 AM – 11:00 PM, Tuesday: 7:00 AM – 11:00 PM, Wednesday: 7:00 AM – 11:00 PM, Thursday: 7:00 AM – 11:00 PM, Friday: 7:00 AM – 11:00 PM, Saturday: 7:00 AM – 11:00 PM, Sunday: 7:00 AM – 11:00 PM",840,"['Amazingly decent food that tastes exactly like home, I wish I find this quality Arabic food in London.', 'Please try thymium and erdnusse. Spectacular. Guys super friendly , good simple but very good. Will come back to try more', ""Very very very good authentic food. Don't miss it.""]","[5, 5, 5]",4,2023-09-24 20:34:25.536540,18:57:03
1,ChIJrfRNQslPqEcRPuCFqF0-DMI,St. Bart,Bar & kitchen with simple tiled décor plating contemporary gastropub dishes & oysters.,2.0,"Graefestraße 71, Berlin-Bezirk Friedrichshain-Kreuzberg",52.4919204,13.4171822,4.5,"Monday: 6:00 – 11:30 PM, Tuesday: 6:00 – 11:30 PM, Wednesday: Closed, Thursday: 6:00 – 11:30 PM, Friday: 6:00 – 11:30 PM, Saturday: 6:00 – 11:30 PM, Sunday: 1:00 – 11:30 PM",664,"['Really tasty meal and superb experience! All the veggies were done so well, I would also recommend the pork neck. Delicious cocktails, wines, etc. and very friendly staff. Will be back again!', 'Had a lovely dinner with a friend here and we tasted our way through most of the menue. The produce is fresh and of food quality, great to accompany a drink or two or which there are also cute and tasty non alcoholic versions. The atmosphere of the place is phenomenal especially inside.', 'OK Gastropub in Berlin.\nHeard a lot for this place and food and booked for Sunday roast.\n\nAll food was a bit flat, we took lamb shank, roast beef, and half chicken..\n\nPrice with wine was 50 euros per person.\n\nNice atmosphere and good personnel.']","[5, 4, 3]",3,2024-06-25 20:34:25.536563,10:54:32
2,ChIJ4Vof-khQqEcR1CPHIeU2ud4,Nafis Restaurant,"This small, modest Persian spot with traditional decor offers classic dishes & sidewalk seating.",2.0,"Winterfeldtstraße 11, Berlin-Bezirk Tempelhof-Schöneberg",52.4961396,13.3591647,4.3,"Monday: Closed, Tuesday: 11:30 AM – 10:30 PM, Wednesday: 11:30 AM – 10:30 PM, Thursday: 11:30 AM – 10:30 PM, Friday: 11:30 AM – 10:30 PM, Saturday: 11:30 AM – 10:30 PM, Sunday: 11:30 AM – 10:30 PM",639,"[""Super fair prices for tasty, authentic Iranian food. The Kubideh is big, cooked well and delicious. It's a great spot to get some good Iranian food without breaking the bank. Service is also very nice, we'll be back!"", 'The meals were really delicious and the price was quite normal. The only negative thing was that the staff was not so professional as they were sitting outside and having a good time by talking. We had to wait quite a long time to ask for the tea and the bill. Overall I would only recommend.', 'Small, cozy place with very good food and pleasant staff.\nYou can feel that the meat is good quality, and in general the restaurant has special kind of charm.']","[5, 4, 5]",5,2023-10-07 20:34:25.536566,13:08:21
2,ChIJI_UAlChSqEcR0TFu2J87hTA,Uferlos,"Pizza, pasta & other Italian classics presented in an easygoing restaurant with a beer garden.",,"Uferstraße 13, Berlin",52.55064609999999,13.3733696,4.4,"Monday: 5:00 PM – 12:00 AM, Tuesday: 5:00 PM – 12:00 AM, Wednesday: 5:00 PM – 12:00 AM, Thursday: 5:00 PM – 12:00 AM, Friday: 5:00 PM – 12:00 AM, Saturday: Closed, Sunday: Closed",392,"['After a fairly uneven beginning, things got endlessly better as the night went on. The menu is changed and offers something for each taste. There are week after week evolving dishes, occasionally. In the mid-year you can sit outside under cover, however, there is likewise sufficient room inside. The rosé is incredible!👍👍😍😍', ""Without a doubt the best meal we have had in a while ! They are always so kind to our dog, bringing him water and sometimes a treat. The atmosphere is so cozy and warm and the lighting perfect. And the food. Wow. Really just wow. The pizza is always perfect and we had risotto di mare and it might be the best risotto I've honestly had ! Thank you :)"", 'Not sure what to say. I guess it was okay. The people were very nice. Just the place was really nothing too specially. Felt empty. And the food was just the same.']","[5, 5, 3]",2,2023-10-22 20:34:25.536569,15:07:37
2,ChIJJ08j8U5QqEcRaQm8Hmnip8g,Sao Mai,"Stylish restaurant with outdoor tables serving Vietnamese classics, such as pho & spring rolls.",1.0,"Nollendorfstraße 8, Berlin-Bezirk Tempelhof-Schöneberg",52.4982595,13.35376,4.1,"Monday: 11:30 AM – 10:30 PM, Tuesday: 11:30 AM – 10:30 PM, Wednesday: 11:30 AM – 10:30 PM, Thursday: 11:30 AM – 10:30 PM, Friday: 11:30 AM – 10:30 PM, Saturday: 11:30 AM – 10:30 PM, Sunday: 12:30 – 10:30 PM",861,"[""I must say, it's an absolute gem! The food was incredibly delicious, with every dish bursting with flavor. What really stood out was the value for money. For such high-quality food, the prices are exceptionally reasonable, making it one of the best price-performance ratios I've experienced in Berlin. The portions were generous, and the service was attentive and friendly. I'll definitely be back! 😊"", ""Located at Nollendorfplatz, a bustling district in Berlin, especially at night, you'll find a fantastic Vietnamese restaurant called Sao Mai.\n\nI ordered the Chicken Katsu Curry Mango for less than €10, which is affordable compared to other restaurants. The portion is generous, the chicken is cooked perfectly and crispy, and the vegetables are fresh. Overall, the food is excellent.\n\nThe service is decent, and the most important aspect is the cozy and awesome atmosphere. Highly recommended if you want to try Vietnamese food in this area."", 'The food is good for the price paid.  Don’t expect global standard 5* and you won’t be disappointed. Ordered tofu and vegetables with rice and it cost around €7. Nice enough flavours and large portion for the price paid. The service was pleasant and the food was served quickly. One point less because when sitting inside, the place had a ‘wet dog’ smell and a day later, I cannot get the smell out of my jacket despite using plenty of Febreeze - next time will sit in the tent outside.']","[5, 5, 4]",3,2023-10-10 20:34:25.536575,12:13:44
2,ChIJLy65sTNOqEcRObZvRgi2TCg,Butterbrot,"A menu of breakfasts, big salads & pastas, plus some Middle Eastern dishes, in a relaxed eatery.",,"Oranienstraße 168, Berlin-Bezirk Friedrichshain-Kreuzberg",52.5016978,13.4173933,4.5,"Monday: 8:00 AM – 7:00 PM, Tuesday: 8:00 AM – 7:00 PM, Wednesday: 8:00 AM – 7:00 PM, Thursday: 8:00 AM – 7:00 PM, Friday: 8:00 AM – 7:00 PM, Saturday: 8:00 AM – 7:00 PM, Sunday: 8:00 AM – 7:00 PM",445,"['My husband and I found this cozy little breakfast spot during our stay in Berlin. We had a wonderful experience because the man and woman who run it are SO sweet and accommodating. The food was delicious and it was such a quiet, cute place to enjoy breakfast in the neighborhood. HIGHLY recommend the fresh squeezed orange juice! 🧡', 'Small and cute cafe with really nice breakfast options and tasty coffee too. Very tasty mix with some Turkish flair, which is always great in Berlin. The service was very nice, kind. Good experience!', 'Divine breakfast place! Loved unusual dishes and combinations of savory and sweet snacks. Absolutely stunning portions for 2 people to share. Very good americano. The waitress was very sweet and helpful.']","[5, 5, 5]",4,2023-12-13 20:34:25.536582,21:54:50
2,ChIJUY--4v5RqEcRa78rTszAtds,Burger World Berlin,"A big menu of burgers, including vegan options, in a hip, shabby-chic place with a large terrace.",2.0,"Oderberger Straße 16, Berlin",52.5393138,13.408274,4.0,"Monday: 12:00 PM – 12:00 AM, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: 12:00 PM – 12:00 AM, Friday: 12:00 PM – 2:00 AM, Saturday: 12:00 PM – 2:00 AM, Sunday: 12:00 PM – 12:00 AM",1147,"['We had the vegan options chili cheese fries and the chicken wings. The taste itself was quite good but definitely overpriced for what it was. 11€ for fries is crazy…\n\nBtw, I wonder why they call it «\xa0vegan chili con carne\xa0» instead of just chili sin carne lol.', 'The place is clearly unique, with a very nice atmosphere. The burgers are delicious, including the vegan options. Service was fast and friendly. A must go!', 'The burgers are beyond delicious!\nThe service is fantastic, the waiting staff made our visit incredible they were highly attentive and made us feel special even though they were very busy! There is a wonderful atmosphere. Great music at a volume where you don’t have to shout to talk, and lots of happy well fed folks.']","[3, 5, 5]",3,2024-03-02 20:34:25.536578,20:00:40
2,ChIJpev7ZjVOqEcR-Dw4UZKT_-g,Angry Chicken,"Korean spicy fried chicken, plus burgers, noodles & bibimbap rice, in a compact, low-key space.",2.0,"Oranienstraße 16, Berlin-Bezirk Friedrichshain-Kreuzberg",52.5005956,13.4229119,4.2,"Monday: 12:00 – 9:00 PM, Tuesday: 12:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 10:00 PM",2160,"['It is one of the best places to try the Korean spiciest chicken recipes.\n\nDishes served with different levels of hotness🔥🔥🌶🌶.\n\nEnjoyed the spicy and hot dishes in berlin after a long tym. Value for money. Definitely recommendable!👌', ""I was extremely happy with this food. From a very long time I wanted to eat proper Korean chicken and finally I found it. You can choose chickens in different tastes and they all taste cool. Hotdog was top of the top for me! It really was my taste. Everything also looked nice. The only thing which I would change is the quality of a chicken, I had a feeling that it's a cheap sort of chicken and it would be 10 times nicer if it would be a better one."", 'the chicken was okay, the sauce was a bit bland, not good as before. Hamburger was horrible, the patties were black burned ☹️']","[5, 4, 2]",2,2024-01-30 20:34:25.536572,17:39:02
3,ChIJ5x9cqzNOqEcRNqsdhEOOV2E,Cevicheria,"Ceviche & grilled seafood, plus pisco sours, in a pared-back dining room or at outdoor tables.",2.0,"Dresdener Straße 120, Berlin-Bezirk Friedrichshain-Kreuzberg",52.5012854,13.4165206,4.4,"Monday: 6:00 PM – 12:00 AM, Tuesday: 6:00 PM – 12:00 AM, Wednesday: 6:00 PM – 12:00 AM, Thursday: 6:00 PM – 12:00 AM, Friday: 6:00 PM – 12:00 AM, Saturday: 6:00 PM – 12:00 AM, Sunday: 6:00 PM – 12:00 AM",473,"['Great ceviche! Very high quality ingredients and the taste. Lovely staff and atmosphere. Highly recommended!', 'Cevicheria in Berlin is a standout dining destination for anyone craving authentic Peruvian cuisine in a vibrant and welcoming atmosphere. This charming restaurant brings the rich flavors of Peru to the heart of Berlin, offering a delightful culinary experience that is both flavorful and memorable.\n\nThe menu at Cevicheria showcases a variety of traditional Peruvian dishes, with a particular focus on ceviche, which is prepared with the freshest ingredients and expertly balanced flavors. Each dish is a testament to the skill and passion that goes into creating Peruvian cuisine. The ceviche, in particular, is a highlight, featuring perfectly marinated fish with a zesty, tangy kick that captures the essence of Peru’s culinary heritage.\n\nIn addition to the exceptional food, Cevicheria boasts a fantastic selection of drinks. From refreshing pisco cocktails to expertly crafted mocktails, the beverage menu complements the food perfectly and adds to the overall dining experience.\n\nWhat truly elevates the visit to Cevicheria is the service. The staff are not only attentive and friendly but also genuinely passionate about the food they serve. A special mention goes to ""Valery,"" a great waiter from Peru who adds a personal touch to the experience. Valery’s warmth, knowledge, and enthusiasm make every meal at Cevicheria feel special. His recommendations and genuine care enhance the dining experience, making guests feel right at home.\n\nOverall, Cevicheria is a must-visit for anyone in Berlin looking to indulge in delicious Peruvian cuisine. With its great food, excellent drinks, and outstanding service, it promises a dining experience that is both enjoyable and authentic.', 'A friend of mine brought me here and introduced me to a lovely owner. We had a great evening here. Amazing food, amazing atmosphere. We are different plates. All prepared with love.\nThere is  good selection of wine and cocktails 🍸']","[5, 5, 5]",4,2024-02-11 20:34:25.536589,20:54:18
3,ChIJLy65sTNOqEcRObZvRgi2TCg,Butterbrot,"A menu of breakfasts, big salads & pastas, plus some Middle Eastern dishes, in a relaxed eatery.",,"Oranienstraße 168, Berlin-Bezirk Friedrichshain-Kreuzberg",52.5016978,13.4173933,4.5,"Monday: 8:00 AM – 7:00 PM, Tuesday: 8:00 AM – 7:00 PM, Wednesday: 8:00 AM – 7:00 PM, Thursday: 8:00 AM – 7:00 PM, Friday: 8:00 AM – 7:00 PM, Saturday: 8:00 AM – 7:00 PM, Sunday: 8:00 AM – 7:00 PM",445,"['My husband and I found this cozy little breakfast spot during our stay in Berlin. We had a wonderful experience because the man and woman who run it are SO sweet and accommodating. The food was delicious and it was such a quiet, cute place to enjoy breakfast in the neighborhood. HIGHLY recommend the fresh squeezed orange juice! 🧡', 'Small and cute cafe with really nice breakfast options and tasty coffee too. Very tasty mix with some Turkish flair, which is always great in Berlin. The service was very nice, kind. Good experience!', 'Divine breakfast place! Loved unusual dishes and combinations of savory and sweet snacks. Absolutely stunning portions for 2 people to share. Very good americano. The waitress was very sweet and helpful.']","[5, 5, 5]",2,2023-11-30 20:34:25.536592,13:39:53
3,ChIJVSWZ9L1RqEcRvixIM2fldu8,McDonald's,"Classic, long-running fast-food chain known for its burgers & fries.",2.0,"Europaplatz 1, Berlin-Hauptbahnhof",52.5256425,13.3685773,2.8,"Monday: 12:00 – 3:00 AM, 5:00 AM – 3:00 AM, Tuesday: 5:00 AM – 3:00 AM, Wednesday: 5:00 AM – 3:00 AM, Thursday: 5:00 AM – 3:00 AM, Friday: 5:00 AM – 12:00 AM, Saturday: Open 24 hours, Sunday: Open 24 hours",2654,"[""Served very quickly, but the food was quite bland and stingy with the bacon. I can honestly say that I've never had a McDonald's with less seasoning! Two stars for the hot chocolate and the self service machines that allowed us to choose English as an option."", 'Not that good hygiene, okay food, opened 24 hours I guess, takes 0.50€ for WC.', 'This got to be the worst mc Donald’s I have ever been to. Obnoxious service , hat to wait 15 minutes for an egg sandwich despite that everyone after me came and left and the worst thing is , they were not even apologetic! Amazing !']","[2, 2, 1]",1,2023-11-10 20:34:25.536585,11:13:08
4,ChIJJXnGMy9RqEcRuMs38oCYX0A,Han West - Home of Dumplings,"Bao buns & dumplings are dished up at this compact, unassuming restaurant & takeaway.",2.0,"Burgsdorfstraße 7, Berlin",52.5421796,13.3612922,4.1,"Monday: 12:00 – 9:00 PM, Tuesday: 12:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 9:00 PM, Saturday: 12:00 – 9:00 PM, Sunday: 12:00 – 9:00 PM",315,"['Decent food. The bao bun was quite ok, the dumplings were good. The fries were good, but it was quite unusual to eat them with peanut sauce.\n\nBy the way, they have lunch options\n\nThe accept only card payment\nThey also speak English', 'Exceptional!\nThe dumplings are soft inside and nice an crispy outside, the sauce is to die for and the fries, even I had some time to get home where still crispy.\nThe bao is massive and filled to the brim.\nAbsolute highlight!', ""Really nice and unique food! Ordered the Combo Box with Chicken to have a taste of everything. It was 14.50€ and very nice. The peanut sauce was really tasty, and there's no question that the dumplings and bao is good. Also, there is quite a lot of food, so you will not leave hungry if you order the combo.\nCan recommend!""]","[4, 5, 5]",2,2024-06-24 20:34:25.536601,11:28:40
4,ChIJO0Cj1b1RqEcRRJH95pvF0cs,Pret A Manger,"Counter-serve chain for ready-made sandwiches plus breakfast, coffee, soups & salads.",2.0,"Europaplatz 1, Berlin",52.5250839,13.369402,3.7,"Monday: 6:00 AM – 10:00 PM, Tuesday: 6:00 AM – 10:00 PM, Wednesday: 6:00 AM – 10:00 PM, Thursday: 6:00 AM – 10:00 PM, Friday: 6:00 AM – 10:00 PM, Saturday: 6:00 AM – 10:00 PM, Sunday: 6:00 AM – 10:00 PM",331,"['Healthier than German food. Just don’t order the miso soup. It’s made in front of you form hot water mixed with some liquid that comes out of a plastic, looks artificial and not so healthy', 'This location is always crazy busy because it is in the main train station of Berlin. having said that it is an easy place to grab food for your train ride or a quick coffee not very comfortable to sit inside', ""I love the quality of their food, it is mostly healthy, lots of veggies, salads, nuts and herbs. They could add more spices and/or sauce though, to make it even tastier. Unfortunately they have not too many vegetarian options.\n\nToday I bought a sandwich for breakfast, a wrap, a bowl and a cheesecake, crisps, tea and a chai latte. Now sitting on the train with no cutlery, looks like they just forgot about it.\n\nHow will I eat my cheesecake and my bowl? I have no idea. Probably a 30 minute walk to the train's restaurant which I wanted to avoid by buying so much food in the first place.\n\nThe service was good, otherwise. Friendly, professional and fast.\n\nP.S.: The oatmilk chai latte had an artificial aftertaste, a bit like sweetener maybe? Cannot recommend it.""]","[4, 4, 4]",4,2023-10-15 20:34:25.536606,12:15:53
4,ChIJVfEmINtRqEcRsch0pslaanQ,Borchardt,"Genteel, historic restaurant with a terrace preparing local staples & desserts, plus wine.",3.0,"Französische Straße 47, Berlin",52.5150087,13.3904324,4.0,"Monday: 11:30 AM – 12:00 AM, Tuesday: 11:30 AM – 12:00 AM, Wednesday: 11:30 AM – 12:00 AM, Thursday: 11:30 AM – 12:00 AM, Friday: 11:30 AM – 12:00 AM, Saturday: 11:30 AM – 12:00 AM, Sunday: 11:30 AM – 12:00 AM",3272,"[""A restaurant where you can enjoy German cuisine.\nThe atmosphere in the back garden was nice and open, but it felt a bit cramped due to the number of tables.\nThe waiter was very friendly, and I didn't experience any of the negative impressions mentioned in other reviews.\nThe food was tasty, but not exceptionally delicious considering the price."", 'A classic - the schnitzel was so great. Will definitely be back when in Berlin. We also tried the steak tartar and it was excellent!', 'The best place to try the Wiener Schnitzel. The portions were massive, you can share 1 for 2 people. I liked the veal, potato salad and the cranberry sauce. Passion martini was also good. The restaurant has a nice ambiance but tables are too close to each other and it can get loud sometimes.']","[4, 5, 5]",1,2024-01-20 20:34:25.536595,19:58:46
4,ChIJjwLPSAhTqEcRp-zuGvXrs0A,Smack Burger,"Offbeat restaurant serving burgers, grilled cheese sandwiches & poutine, plus desserts.",2.0,"Badstraße 66, Berlin",52.5502926,13.3847369,4.5,"Monday: 11:00 AM – 12:00 AM, Tuesday: 11:00 AM – 12:00 AM, Wednesday: 11:00 AM – 12:00 AM, Thursday: 11:00 AM – 12:00 AM, Friday: 11:00 AM – 12:00 AM, Saturday: 11:00 AM – 1:00 AM, Sunday: 12:00 PM – 12:00 AM",1471,"[""Yesterday, I ordered from Smack Burger at Badstraße 66, Berlin, BE 13357 via Uber Eats. I got their Single Smash Burger and Homemade Fries. It took the delivery guy a long time to find me, and communication was challenging. When I finally got my food, it was really cold.\n\nThe fries portion was shockingly small and tasted cold and disgusting. The Smash Burger was better than the fries but still nothing more than an average street burger. Honestly, I'm surprised that over 5,000 people have given them more than 4.5 stars on Uber Eats."", 'Best burger in Berlin. I have visited them multiple times, the taste is consistent as well.\nDine in area is small. Perfect for takeaways.', ""First of all, I can say it was the best hamburger I've ever had in my life. We ordered the patty melt. The bread, the meat and the cheese ratio was perfect. It is definitely one of the dishes I will eat next time I come to Berlin. I am very happy to taste such a burger, I really recommend it! 🍔 💖""]","[2, 5, 5]",4,2024-06-16 20:34:25.536603,21:22:58
